,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
2018101562,2021/03/14,2中京2,晴,5.0,3歳未勝利,,9.0,8.0,8,13.6,5,3,角田大和,53,芝2200,重,**,2:19.3,0.1,**,4-5-4-4,37.1-36.1,35.7,470(+10),,,リンフレスカンテ,130.0,,,,,,
2018101562,2020/11/21,5阪神5,晴,4.0,2歳未勝利,,16.0,7.0,13,87.7,11,3,団野大成,54,芝2000,良,**,2:01.9,0.4,**,8-8-9-5,36.5-36.0,36.0,460(-2),,,ヴィヴァン,130.0,,,,,,
2018101562,2020/11/07,5阪神1,曇,4.0,2歳未勝利,,15.0,6.0,11,78.4,11,5,団野大成,54,芝1800,良,**,1:46.7,0.7,**,14-9,34.7-35.4,35.1,462(0),,,ディヴァインラヴ,51.0,,,,,,
2018101562,2020/10/17,4京都3,雨,3.0,2歳未勝利,,11.0,6.0,7,59.3,8,6,団野大成,54,芝2000,稍,**,2:05.5,1.6,**,9-8-7-8,35.8-37.5,38.3,462(0),,,スタッドリー,,,,,,,
2018101562,2020/10/03,2中京8,曇,5.0,2歳新馬,,13.0,2.0,2,178.8,12,6,岩田望来,54,芝2000,良,**,2:02.6,2.0,**,12-12-12-11,36.4-34.9,35.1,462(0),,,クインズラベンダー,,,,,,,
2018103796,2022/03/12,2中京1,晴,10.0,恋路ケ浜特別(2勝クラス),,16.0,4.0,7,6.0,3,7,菱田裕二,57,芝2000,良,**,1:59.8,0.6,**,5-5-5-5,36.1-35.4,35.6,472(-8),,,ナリタブレード,,,,,,,
2018103796,2022/01/30,1東京2,曇,12.0,4歳以上2勝クラス,,8.0,8.0,8,7.4,3,2,坂井瑠星,56,芝2000,良,**,1:59.6,1.4,**,2-2-2,35.5-34.9,36.0,480(0),,,カーディナル,440.0,,,,,,
2018103796,2022/01/05,1中山1,晴,12.0,4歳以上2勝クラス,,10.0,4.0,4,8.7,4,6,横山和生,56,芝2000,良,**,2:02.5,0.6,**,3-3-3-2,37.8-36.3,36.6,480(+10),,,レッドライデン,,,,,,,
2018103796,2021/12/04,6阪神1,曇,9.0,再度山特別(2勝クラス),,9.0,3.0,3,21.8,5,4,団野大成,54,芝1800,良,**,1:47.8,0.7,**,7-7,36.3-34.3,33.9,470(0),,9.0,2,2.0,8.1,4.0,1.0,亀田温心,55.0,芝2000
2018103796,2021/09/05,2札幌8,晴,8.0,3歳以上1勝クラス,,14.0,5.0,8,12.0,6,9,亀田温心,53,芝1800,稍,**,1:51.9,0.6,**,10-11-12-13,37.4-36.5,36.1,472(-14),,,ペドラフォルカ,,,,,,,
2018103796,2021/08/28,2札幌5,曇,7.0,3歳以上1勝クラス,,14.0,5.0,8,8.7,4,9,亀田温心,53,芝1800,良,**,1:50.7,0.9,**,3-4-5-5,37.7-35.9,36.3,486(+12),,,グレースオブナイル,,,,,,,
2018103796,2021/07/10,1函館3,雨,8.0,3歳以上1勝クラス,,15.0,1.0,1,11.9,6,7,吉田隼人,54,芝1800,稍,**,1:50.0,0.5,**,10-13-11-13,36.4-36.2,35.9,474(+2),,,テーオーラフィット,,,,,,,
2018103796,2021/06/27,1札幌6,晴,4.0,3歳未勝利,,14.0,4.0,6,6.8,3,1,吉田隼人,56,芝1800,良,**,1:47.6,0.0,**,2-2-2-2,35.1-36.2,36.0,472(-2),,,(サトノディーバ),510.0,,,,,,
2018103796,2021/05/09,2東京6,晴,3.0,3歳未勝利,,12.0,6.0,8,4.6,4,7,幸英明,56,芝2300,良,**,2:21.7,1.6,**,3-3-4-3,30.7-35.1,36.4,474(-4),,,エクセレントタイム,,,,,,,
2018103796,2021/04/17,1新潟3,小雨,6.0,3歳未勝利,,16.0,8.0,16,5.5,3,4,吉田隼人,56,芝2000,稍,**,2:03.0,0.2,**,3-3-2-2,36.3-37.5,37.6,478(0),,,セイウンゴールド,77.0,,,,,,
2018103796,2021/03/28,2中京6,小雨,5.0,3歳未勝利,,12.0,2.0,2,9.1,5,2,幸英明,56,芝2000,良,**,2:03.2,0.2,**,3-2-3-2,37.3-35.1,35.1,478(-2),,,プレイイットサム,200.0,,,,,,
2018103796,2021/01/23,1小倉3,雨,2.0,3歳未勝利,,10.0,6.0,6,13.0,6,7,菅原明良,55,芝2000,稍,**,2:04.1,1.7,**,3-3-3-2,35.8-36.7,38.1,480(0),,,トーホウバロン,,,,,,,
2018103796,2020/12/26,5中山7,晴,3.0,2歳未勝利,,18.0,8.0,18,79.1,13,9,武藤雅,55,芝2000,良,**,2:05.1,2.1,**,18-18-16-11,36.6-37.2,37.2,480(+8),,,タイムトゥヘヴン,,,,,,,
2018103796,2020/12/06,5中山2,晴,5.0,2歳新馬,,16.0,4.0,8,19.4,6,3,武藤雅,55,芝2000,稍,**,2:05.8,0.9,**,2-2-2-1,38.5-35.5,36.4,472(0),,,アオイショー,180.0,,,,,,
2018105308,2021/12/18,6阪神5,晴,12.0,3歳以上1勝クラス,,13.0,8.0,12,12.9,5,13,Ｃ．デム,56,ダ1400,重,**,1:25.8,2.6,**,4-4,35.2-35.9,37.9,464(-6),,,トーセンアラン,,,,,,,
2018105308,2021/12/04,6中京1,曇,7.0,3歳以上1勝クラス,,18.0,2.0,3,31.6,8,12,吉田隼人,56,芝1400,良,**,1:22.0,0.8,**,10-10,33.7-35.7,35.6,470(+8),,,スーパーホープ,,,,,,,
2018105308,2021/08/08,1函館12,曇,12.0,3歳以上1勝クラス,,16.0,1.0,1,4.6,2,7,横山和生,54,芝1200,良,**,1:10.2,0.7,**,16-15,33.5-36.0,34.8,462(-4),,,ブロンズレッド,,,,,,,
2018105308,2021/07/18,1函館6,晴,8.0,3歳以上1勝クラス,,13.0,6.0,8,5.6,3,2,横山和生,54,芝1200,良,**,1:10.0,0.0,**,12-12,34.6-35.4,34.2,466(0),,,メサテソーロ,300.0,,,,,,
2018105308,2021/07/10,1函館3,雨,8.0,3歳以上1勝クラス,,15.0,5.0,9,12.6,7,7,横山和生,54,芝1800,稍,**,1:50.0,0.5,**,10-11-11-9,36.4-36.2,35.9,466(+4),,,テーオーラフィット,,,,,,,
2018105308,2021/06/20,1札幌4,曇,9.0,3歳以上1勝クラス,,14.0,6.0,10,2.2,1,9,武豊,54,芝1500,良,**,1:28.9,0.6,**,9-9-9,29.6-34.8,34.5,462(0),,,ジャカランダレーン,,,,,,,
2018105308,2021/03/20,2中山7,晴,6.0,3歳1勝クラス,,16.0,2.0,3,2.4,1,4,横山典弘,56,芝1600,良,**,1:36.0,0.5,**,9-9-10,36.7-34.8,34.5,462(-8),,,シュバルツカイザー,110.0,,,,,,
2018105308,2021/02/28,2中山2,晴,6.0,3歳1勝クラス,,7.0,2.0,2,2.9,1,2,横山典弘,56,芝1600,良,**,1:33.7,0.3,**,3-3-5,35.5-34.5,34.5,470(+10),,,ジュリオ,290.0,,,,,,
2018105308,2021/01/05,1中山1,曇,10.0,ジュニアC(L),,12.0,6.0,8,4.2,3,2,横山典弘,56,芝1600,良,**,1:36.1,0.1,**,4-3-3,35.2-35.5,35.2,460(0),,,ヴェイルネビュラ,807.4,,,,,,
2018105308,2020/12/06,3中京2,晴,9.0,こうやまき賞(1勝クラス),,8.0,3.0,3,4.5,2,5,ルメール,55,芝1600,良,**,1:34.5,0.4,**,6-6-6,36.4-34.0,33.7,460(+12),,,ダディーズビビッド,101.0,,,,,,
2018105308,2020/10/10,4東京1,雨,11.0,サウジアラビアRC(G3),,10.0,2.0,2,10.3,5,4,戸崎圭太,55,芝1600,不,**,1:40.6,1.0,**,2-2,35.6-37.7,38.6,448(-6),,,ステラヴェローチェ,500.0,,,,,,
2018105308,2020/08/23,2札幌4,晴,9.0,クローバー賞(OP),,14.0,6.0,10,2.6,1,3,ルメール,54,芝1500,良,**,1:29.8,0.2,**,5-5-5,29.7-35.5,35.4,454(+4),,,カイザーノヴァ,404.3,,,,,,
2018105308,2020/08/01,1札幌3,晴,1.0,2歳未勝利,,9.0,3.0,3,2.9,2,1,ルメール,54,芝1500,良,**,1:29.6,-0.5,**,6-4-2,30.1-35.4,35.0,450(+2),,,(セイウンオードリー),510.0,,,,,,
2018105308,2020/07/04,4阪神1,曇,5.0,2歳新馬,,16.0,1.0,1,5.6,2,2,川田将雅,54,芝1400,重,**,1:25.3,0.7,**,9-7,35.1-37.2,37.2,448(0),,,ジャカランダレーン,280.0,,,,,,
2017105439,2022/03/12,1阪神9,晴,12.0,4歳以上2勝クラス,,13.0,4.0,4,3.3,2,4,福永祐一,57,ダ2000,良,**,2:06.6,0.6,**,10-10-11-11,35.1-38.2,37.8,486(+12),,,カネコメノボル,170.0,,,,,,
2017105439,2022/02/19,1東京7,曇,8.0,4歳以上2勝クラス,,16.0,7.0,14,13.8,5,2,菅原明良,57,ダ2100,稍,**,2:11.7,0.2,**,9-9-7-8,31.0-37.9,37.0,474(-2),,,ラヴォラーレ,440.0,,,,,,
2017105439,2021/12/18,5中山5,晴,10.0,香取特別(2勝クラス),,16.0,8.0,16,27.3,7,5,荻野極,54,ダ2400,稍,**,2:35.8,1.5,**,3-3-4-5,38.4-38.5,39.8,476(+6),,,グロリアムンディ,150.0,,,,,,
2017105439,2021/10/30,5新潟7,晴,6.0,3歳以上1勝クラス,,12.0,6.0,7,2.1,1,1,荻野極,57,ダ2500,良,**,2:42.6,-0.1,**,3-4-3-5,31.2-39.4,39.0,470(+6),,,(イシュタルゲート),760.0,,,,,,
2017105439,2021/08/22,2札幌4,晴,6.0,3歳以上1勝クラス,,12.0,8.0,12,12.1,5,2,団野大成,57,ダ2400,良,**,2:35.8,0.3,**,4-3-4-2,37.4-39.9,39.2,464(-12),,,グッドリドゥンス,300.0,,,,,,
2017105439,2021/07/24,1函館7,晴,8.0,3歳以上1勝クラス,,14.0,7.0,11,19.0,7,5,団野大成,57,ダ1700,良,**,1:46.2,1.1,**,11-12-11-9,30.2-37.7,37.9,476(+4),,,リキサントライ,76.0,,,,,,
2017105439,2021/07/10,1函館3,雨,8.0,3歳以上1勝クラス,,15.0,6.0,11,54.1,12,9,団野大成,57,芝1800,稍,**,1:50.1,0.6,**,13-11-13-9,36.4-36.2,35.9,472(+6),,,テーオーラフィット,,,,,,,
2017105439,2020/11/07,5阪神1,曇,12.0,3歳以上1勝クラス,,13.0,7.0,10,23.4,9,12,藤井勘一,55,芝1800,良,**,1:47.3,1.9,**,6-11,35.9-33.9,35.1,466(+18),,,イズジョーノキセキ,,,,,,,
2017105439,2020/08/16,2小倉2,晴,7.0,3歳以上1勝クラス,,11.0,6.0,7,2.6,1,8,松山弘平,54,芝2000,良,**,1:59.9,0.8,**,7-6-4-5,34.5-36.4,36.9,448(-2),,,ダンディズム,,,,,,,
2017105439,2020/05/23,3京都9,晴,9.0,メルボルンT(1勝クラス),,12.0,7.0,10,13.4,6,5,坂井瑠星,56,芝2400,良,**,2:26.7,0.7,**,5-5-4-4,34.9-35.9,36.3,450(0),,,アイアンバローズ,101.0,,,,,,
2017105439,2020/04/25,3京都1,晴,9.0,あやめ賞(1勝クラス),,10.0,2.0,2,9.5,5,3,藤井勘一,56,芝1800,良,**,1:47.8,0.4,**,3-4,35.6-34.9,34.9,450(-16),,,グランスピード,253.2,,,,,,
2017105439,2020/01/26,1中山9,曇,9.0,若竹賞(1勝クラス),,11.0,6.0,7,5.5,2,3,川田将雅,56,芝1800,稍,**,1:50.9,0.5,**,2-2-2-2,37.3-35.3,35.6,466(+8),,,シーズンズギフト,253.6,,,,,,
2017105439,2019/11/02,5京都1,晴,4.0,2歳未勝利,,13.0,7.0,10,1.7,1,1,川田将雅,55,芝1800,良,**,1:48.3,0.0,**,5-5,35.2-35.3,35.0,458(-12),,,(レッドラトゥール),500.0,,,,,,
2017105439,2019/09/21,4中山6,曇,5.0,2歳新馬,,14.0,5.0,8,1.4,1,2,武豊,54,芝2000,良,**,2:05.0,0.0,**,3-3-4-5,38.7-35.2,34.8,470(0),,,エバービクトリアス,280.0,,,,,,
2018105005,2021/07/10,1函館3,雨,8.0,3歳以上1勝クラス,,15.0,7.0,13,11.1,5,13,横山武史,54,芝1800,稍,**,1:50.3,0.8,**,8-8-7-12,36.4-36.2,36.4,492(+2),,,テーオーラフィット,,,,,,,
2018105005,2021/04/17,3中山7,曇,9.0,山藤賞(1勝クラス),,9.0,5.0,5,4.4,3,5,横山武史,56,芝2000,良,**,2:01.7,0.7,**,2-2-2-1,35.7-36.4,37.1,490(0),,,プレイイットサム,101.0,,,,,,
2018105005,2021/02/07,1中京12,晴,11.0,きさらぎ賞(G3),,11.0,1.0,1,25.2,7,9,和田竜二,56,芝2000,良,**,2:02.9,1.9,**,5-5-5-2,37.4-35.6,37.3,490(0),,,ラーゴム,,,,,,,
2018105005,2020/12/05,5中山1,小雨,9.0,葉牡丹賞(1勝クラス),,12.0,5.0,6,12.5,7,2,横山武史,55,芝2000,稍,**,2:02.9,0.7,**,2-2-2-2,37.8-35.1,35.7,490(+14),,,ノースブリッジ,408.0,,,,,,
2018105005,2020/09/27,4中山7,曇,5.0,2歳新馬,,15.0,7.0,13,3.8,2,1,横山武史,54,芝2000,稍,**,2:06.1,-0.2,**,8-9-8-6,39.0-35.8,35.2,476(0),,,(ルーパステソーロ),700.0,,,,,,
2016104400,2022/03/31,園田,曇,11.0,春風特別B1,,12.0,5.0,6,104.9,12,12,小谷周平,56,ダ1870,稍,**,2:11.6,4.3,**,8-8-11-11,0.0-38.8,42.1,507(+13),,,シーニッククルーズ,,,,,,,
2016104400,2022/02/27,2小倉6,晴,7.0,4歳以上1勝クラス,,16.0,2.0,3,231.3,15,16,丸田恭介,57,ダ1700,良,**,1:50.5,3.5,**,16-16-16-16,30.1-38.8,40.5,494(+4),,,ラグラスドシエル,,,,,,,
2016104400,2022/02/19,2小倉3,雨,9.0,脊振山特別(1勝クラス),,12.0,2.0,2,115.5,11,12,勝浦正樹,57,芝1800,重,**,1:54.0,2.2,**,9-8-8-11,38.7-36.2,37.5,490(+12),,,ホウオウジョルノ,,,,,,,
2016104400,2021/12/11,6中京3,晴,3.0,3歳以上1勝クラス,,15.0,5.0,8,390.8,15,13,荻野極,57,ダ1800,良,**,1:58.0,5.3,**,14-14-13-14,37.3-37.9,42.0,478(-4),,,タイキフォース,,,,,,,
2016104400,2021/11/21,2福島6,晴,3.0,3歳以上1勝クラス,,16.0,1.0,2,121.7,15,16,永野猛蔵,54,ダ2400,良,**,2:40.7,5.1,**,8-8-8-10,38.2-37.7,42.3,482(0),,,プルミエロール,,,,,,,
2016104400,2021/11/07,2福島2,晴,10.0,高湯温泉特別(1勝クラス),,16.0,2.0,4,203.0,14,13,永野猛蔵,57,芝1800,良,**,1:49.2,1.5,**,10-11-12-15,35.8-35.7,36.4,482(+4),,,アナゴサン,,,,,,,
2016104400,2021/08/07,1函館11,晴,9.0,八雲特別(1勝クラス),,10.0,4.0,4,58.2,9,10,岩田康誠,57,芝1800,良,**,1:50.9,2.5,**,9-9-10-10,36.8-35.9,37.3,478(-2),,,アイリッシュムーン,,,,,,,
2016104400,2021/07/25,1函館8,晴,7.0,3歳以上1勝クラス,,11.0,7.0,9,118.9,9,3,国分恭介,57,芝1800,良,**,1:48.5,0.7,**,7-7-7-5,35.7-36.3,36.2,480(-4),,,プレミアエンブレム,190.0,,,,,,
2016104400,2021/07/10,1函館3,雨,8.0,3歳以上1勝クラス,,15.0,2.0,2,73.5,14,14,岩田康誠,57,芝1800,稍,**,1:51.9,2.4,**,4-3-4-6,36.4-36.2,38.3,484(0),,,テーオーラフィット,,,,,,,
2016104400,2021/02/27,2小倉5,曇,7.0,4歳以上1勝クラス,,12.0,7.0,10,31.1,9,8,吉田隼人,57,芝2000,重,**,2:03.4,1.1,**,3-3-3-4,36.4-36.5,37.0,484(-4),,,サンライズヘルメス,,,,,,,
2016104400,2021/02/07,1小倉8,晴,10.0,波佐見特別(1勝クラス),,14.0,8.0,13,13.2,7,10,富田暁,57,芝1800,良,**,1:49.3,1.2,**,14-14-14-13,35.7-37.0,35.2,488(0),,,ルヴァン,,,,,,,
2016104400,2021/01/17,1小倉2,晴,8.0,4歳以上1勝クラス,,16.0,5.0,9,102.0,14,5,富田暁,56,芝1800,良,**,1:46.8,0.3,**,13-14-14-12,34.8-36.3,35.1,488(0),,,ハーランズハーツ,76.0,,,,,,
2016104400,2020/11/08,5阪神2,晴,7.0,3歳以上1勝クラス,,8.0,1.0,1,65.8,8,6,幸英明,57,ダ1800,良,**,1:55.9,1.9,**,8-8-7-4,37.4-37.7,39.1,488(-8),,,オーケーメジャー,,,,,,,
2016104400,2020/10/18,4新潟4,晴,9.0,3歳以上1勝クラス,,13.0,1.0,1,80.0,12,9,斎藤新,56,ダ1800,良,**,1:55.1,1.9,**,13-13-13-13,36.1-38.3,38.0,496(+18),,,コスモセイリュウ,,,,,,,
2016104400,2020/06/14,3阪神4,晴,8.0,3歳以上1勝クラス,,11.0,8.0,10,68.1,8,9,斎藤新,56,芝1800,稍,**,1:50.0,2.2,**,9-9,35.1-35.9,37.3,478(0),,,オールイズウェル,,,,,,,
2016104400,2020/06/07,3阪神2,晴,8.0,3歳以上1勝クラス,,9.0,5.0,5,101.3,8,9,斎藤新,56,芝2000,良,**,2:01.9,1.6,**,9-9-9-7,36.1-34.5,35.4,478(-6),,,アルサトワ,,,,,,,
2016104400,2020/05/17,3京都8,晴,8.0,4歳以上1勝クラス,,9.0,3.0,3,6.5,3,8,北村友一,57,芝2000,稍,**,2:06.2,3.0,**,4-4-4-3,34.6-38.8,41.4,484(-4),,,カズマークセン,,,,,,,
2016104400,2020/03/14,1阪神5,小雨,6.0,4歳以上1勝クラス,,11.0,8.0,11,8.6,6,10,岩田康誠,57,芝1800,稍,**,1:50.9,2.2,**,9-9,34.8-37.3,38.7,488(-4),,,ギャツビー,,,,,,,
2016104400,2020/02/22,2京都7,雨,7.0,4歳以上1勝クラス,,7.0,2.0,2,6.3,4,6,岩田康誠,56,芝2400,重,**,2:36.2,2.8,**,4-4-3-5,36.5-37.6,40.1,492(+8),,,レオビヨンド,,,,,,,
2016104400,2020/01/13,1京都5,晴,12.0,4歳以上1勝クラス,,12.0,3.0,3,35.4,9,5,幸英明,56,芝2200,良,**,2:17.5,0.4,**,7-8-10-8,36.2-35.6,35.0,484(+26),,,モイ,76.0,,,,,,
2016104400,2019/08/17,2札幌1,晴,10.0,富良野特別(1勝クラス),,12.0,2.0,2,32.4,8,10,岩田康誠,54,芝2000,良,**,2:02.5,2.1,**,8-9-9-7,34.7-36.5,37.5,458(0),,,ハーメティキスト,,,,,,,
2016104400,2019/07/28,1札幌2,晴,7.0,3歳以上1勝クラス,,9.0,6.0,6,5.8,3,5,岩田康誠,54,芝2000,良,**,2:02.3,1.4,**,9-9-9-7,35.9-36.5,35.1,458(-2),,,クラサーヴィツァ,75.0,,,,,,
2016104400,2019/07/07,2函館2,曇,8.0,3歳以上1勝クラス,,11.0,6.0,7,2.9,2,6,岩田康誠,54,芝2000,良,**,2:02.9,0.7,**,10-10-8-7,36.0-35.9,36.1,460(-4),,,セントレオナード,,,,,,,
2016104400,2019/06/16,1函館2,曇,8.0,3歳以上1勝クラス,,9.0,4.0,4,8.4,3,3,岩田康誠,54,芝2000,稍,**,2:02.9,0.2,**,9-9-9-9,36.9-35.0,34.3,464(+4),,,ヒシゲッコウ,190.0,,,,,,
2016104400,2019/03/03,1阪神4,曇,8.0,アルメリア賞(500万下),,7.0,7.0,7,53.8,6,6,北村友一,56,芝1800,良,**,1:48.8,1.3,**,6-4,36.5-34.4,35.0,460(-2),,,ランスオブプラーナ,,,,,,,
2016104400,2019/02/09,1小倉1,曇,10.0,あすなろ賞(500万下),,10.0,1.0,1,29.2,8,4,秋山真一,56,芝2000,稍,**,2:03.5,0.6,**,6-6-6-5,34.6-36.0,36.0,462(-2),,,ハバナウインド,150.0,,,,,,
2016104400,2018/12/28,5阪神9,晴,6.0,2歳500万下,,13.0,6.0,9,24.6,6,10,松山弘平,55,芝1800,良,**,1:49.4,2.0,**,2-2,35.5-35.9,37.7,464(-4),,,サトノルークス,,,,,,,
2016104400,2018/12/08,5阪神3,晴,9.0,エリカ賞(500万下),,7.0,6.0,6,67.6,6,4,池添謙一,55,芝2000,良,**,2:02.1,0.7,**,4-5-5-5,37.5-35.3,35.5,468(+14),,,エールヴォア,150.0,,,,,,
2016104400,2018/08/26,2札幌4,晴,1.0,2歳未勝利,,5.0,2.0,2,3.1,2,1,モレイラ,54,芝1800,稍,**,1:53.4,-0.1,**,4-3-3-4,39.3-36.3,36.0,454(-4),**,1:52.4,0.4,**,3-3-2-2,38.9-34.8,35.0,458(0),,
2018109101,2022/02/05,1小倉7,雪,12.0,4歳以上1勝クラス,,18.0,7.0,15,78.0,16,14,藤岡康太,55,芝1200,良,**,1:10.0,1.0,**,3-2,34.5-34.5,35.3,448(0),,,スマートルシーダ,,,,,,,
2018109101,2022/01/16,1小倉2,曇,8.0,4歳以上1勝クラス,,15.0,5.0,9,108.6,14,10,角田大和,51,芝1200,良,**,1:08.9,0.9,**,12-12,33.6-34.4,34.5,448(+4),,,ショウナンラスボス,,,,,,,
2018109101,2021/12/26,6阪神8,晴,8.0,3歳以上1勝クラス,,18.0,8.0,18,156.4,16,18,亀田温心,53,芝1600,良,**,1:36.1,1.4,**,12-12,35.9-34.7,35.4,444(+8),,,サトノラムセス,,,,,,,
2018109101,2021/07/10,1函館3,雨,8.0,3歳以上1勝クラス,,15.0,7.0,12,56.2,13,15,国分恭介,52,芝1800,稍,**,1:51.9,2.4,**,2-2-2-3,36.4-36.2,38.5,436(+8),,,テーオーラフィット,,,,,,,
2018109101,2021/06/26,1札幌5,晴,4.0,3歳未勝利,,14.0,7.0,12,12.1,5,1,亀田温心,53,芝1500,良,**,1:28.5,-0.1,**,8-8-6,30.0-35.5,34.8,428(0),,,(トリプルフォー),510.0,,,,,,
2018109101,2021/05/08,3中京1,曇,5.0,3歳未勝利,,16.0,2.0,4,24.5,7,6,国分恭介,54,芝1600,良,**,1:35.6,0.9,**,6-7-7,35.8-34.5,34.9,428(+4),,,ナンヨーアイボリー,,,,,,,
2018109101,2021/03/14,2中京2,晴,4.0,3歳未勝利,,15.0,8.0,14,81.3,10,7,鮫島良太,54,芝1600,重,**,1:38.4,0.9,**,11-9-9,36.5-36.4,36.5,424(-10),,,ミッキーハロー,,,,,,,
2018109101,2021/01/16,1中京5,晴,5.0,3歳未勝利,,16.0,1.0,2,99.0,12,7,坂井瑠星,54,芝1600,良,**,1:35.1,1.0,**,8-9-8,34.3-36.5,36.0,434(0),,,レイモンドバローズ,,,,,,,
2018109101,2020/12/20,6阪神6,晴,4.0,2歳未勝利,,18.0,1.0,2,67.8,11,9,松山弘平,54,芝1600,良,**,1:35.4,1.2,**,6-8,34.7-35.3,36.0,434(+8),,,サルファーコスモス,,,,,,,
2018109101,2020/11/21,5東京5,晴,5.0,2歳新馬,,18.0,8.0,17,25.6,6,3,三浦皇成,54,芝1600,良,**,1:35.5,1.0,**,4-5,35.5-34.5,35.0,426(0),,,レフトゥバーズ,180.0,,,,,,
2018103724,2022/04/02,2阪神3,晴,11.0,コーラルS(L),,16.0,5.0,9,31.1,11,6,坂井瑠星,54,ダ1400,良,**,1:24.0,0.5,**,2-2,33.7-38.1,38.5,488(-2),,,スマートダンディー,,,,,,,
2018103724,2022/02/20,1阪神4,晴,11.0,大和S(OP),,16.0,2.0,4,16.3,6,9,藤岡佑介,54,ダ1200,稍,**,1:12.2,0.6,**,11-12,33.9-37.7,36.5,490(0),,,ジャスティン,,,,,,,
2018103724,2022/01/16,1中山6,晴,10.0,ジャニュアリーS(OP),,16.0,2.0,4,11.3,6,10,団野大成,55,ダ1200,良,**,1:11.5,0.6,**,4-5,33.9-37.0,37.2,490(0),,,アポロビビ,,,,,,,
2018103724,2021/12/12,5中山4,晴,11.0,カペラS(G3),,16.0,6.0,12,9.3,5,14,田辺裕信,55,ダ1200,良,**,1:11.2,1.7,**,3-4,32.8-36.7,38.0,490(+2),,,ダンシングプリンス,,,,,,,
2018103724,2021/11/06,5阪神1,晴,10.0,安芸S(3勝クラス),,15.0,8.0,15,2.9,1,1,松山弘平,55,ダ1200,良,**,1:11.0,-0.4,**,2-2,34.4-36.6,36.5,488(0),,,(ゼンノアンジュ),1859.9,,,,,,
2018103724,2021/10/03,4中山9,晴,12.0,外房S(3勝クラス),,15.0,3.0,6,3.1,1,2,川田将雅,55,ダ1200,稍,**,1:10.4,0.0,**,3-3,34.1-36.3,36.0,488(0),,,ディサーニング,739.8,,,,,,
2018103724,2021/09/12,5中京2,曇,10.0,浜松S(3勝クラス),,16.0,1.0,1,5.8,1,2,松田大作,55,ダ1200,良,**,1:10.5,0.3,**,1-1,34.3-35.9,36.2,488(-6),,,エンプティチェア,740.0,,,,,,
2018103724,2021/07/10,1函館3,雨,9.0,3歳以上2勝クラス,,12.0,4.0,4,3.9,1,1,小林凌大,51,ダ1000,稍,**,0:58.4,0.0,**,2-2,34.0-35.7,35.5,494(+14),,,(ワルツフォーラン),1100.0,,,,,,
2018103724,2021/03/06,1阪神7,晴,5.0,3歳1勝クラス,,14.0,2.0,2,3.3,1,1,川田将雅,56,ダ1200,稍,**,1:11.8,-0.1,**,1-1,34.9-36.9,36.9,480(+2),,,(クインズレモン),730.0,,,,,,
2018103724,2021/01/23,1中京7,雨,4.0,3歳1勝クラス,,11.0,3.0,3,4.8,3,3,武豊,56,ダ1200,稍,**,1:12.3,0.2,**,1-1,34.9-37.2,37.4,478(0),,,ヨッシーフェイス,180.0,,,,,,
2018103724,2020/12/20,3中京6,晴,10.0,寒椿賞(1勝クラス),,16.0,4.0,7,5.9,3,10,黛弘人,55,ダ1400,良,**,1:26.9,1.8,**,2-2,34.3-38.5,40.3,478(-2),,,サヴァ,,,,,,,
2018103724,2020/10/25,4京都6,晴,8.0,なでしこ賞(1勝クラス),,10.0,6.0,6,5.7,3,2,ルメール,55,ダ1400,稍,**,1:24.2,0.9,**,2-2,35.3-35.9,36.6,480(0),,,ゼンノアンジュ,406.6,,,,,,
2018103724,2020/09/26,2中京6,曇,9.0,ヤマボウシ賞(1勝クラス),,9.0,8.0,9,5.3,4,3,ルメール,54,ダ1400,稍,**,1:24.8,1.2,**,2-2,35.0-36.6,37.7,480(+8),,,デュアリスト,252.8,,,,,,
2018103724,2020/07/04,2福島1,小雨,6.0,2歳新馬,,16.0,4.0,7,4.5,2,1,田辺裕信,54,ダ1150,不,**,1:08.5,-1.1,**,2-2,31.5-37.0,37.0,472(0),,,(マイネルレスペト),700.0,,,,,,
2015102297,2022/02/26,2中山1,晴,12.0,4歳以上2勝クラス,,16.0,8.0,16,119.7,14,12,杉原誠人,55,ダ1200,良,**,1:13.5,1.8,**,1-1,34.3-37.4,39.2,478(-24),,,ジェットエンブレム,,,,,,,
2015102297,2021/07/24,1函館7,晴,10.0,噴火湾特別(2勝クラス),,12.0,7.0,10,23.4,9,9,横山和生,55,ダ1000,良,**,0:59.1,0.9,**,8-7,33.9-35.7,35.7,502(+4),,,ワルツフォーラン,,,,,,,
2015102297,2021/07/10,1函館3,雨,9.0,3歳以上2勝クラス,,12.0,7.0,9,12.9,8,3,泉谷楓真,54,ダ1000,稍,**,0:59.2,0.8,**,11-7,34.0-35.7,35.2,498(+8),,,ミスズグランドオー,280.0,,,,,,
